type,predict,label
val,0.6327419281005859,0.623229444026947
val,0.6776705980300903,0.6595416069030762
val,0.22139683365821838,0.21890291571617126
val,0.7977970838546753,0.8006696105003357
val,0.6994633674621582,0.6948235630989075
val,0.8025781512260437,0.7798094153404236
val,0.6266966462135315,0.6206541061401367
val,0.42557471990585327,0.4259593188762665
val,0.18864262104034424,0.13134174048900604
val,0.2090417891740799,0.20396600663661957
val,0.7379316091537476,0.7022920250892639
val,0.2298807054758072,0.23821787536144257
val,0.7156972885131836,0.7203193306922913
val,0.20663081109523773,0.180788055062294
val,0.7837875485420227,0.7666752338409424
val,0.10516264289617538,0.11357197910547256
val,0.45638298988342285,0.4924027919769287
val,0.21211710572242737,0.2001030147075653
val,0.7065451145172119,0.6955962181091309
val,0.7753645181655884,0.775688886642456
val,0.5790024399757385,0.5804790258407593
val,0.6478418111801147,0.6525881886482239
val,0.18738704919815063,0.1825907826423645
val,0.7656406164169312,0.7689930200576782
val,0.6714653372764587,0.6590265035629272
val,0.6813119053840637,0.6682977080345154
val,0.127238929271698,0.09786247462034225
val,0.21189813315868378,0.2011331468820572
val,0.20087699592113495,0.19804275035858154
val,0.7076394557952881,0.6858099699020386
val,0.7029087543487549,0.7069276571273804
val,0.674939751625061,0.6533607840538025
val,0.1931746006011963,0.21323718130588531
val,0.7181081175804138,0.733195960521698
val,0.785220205783844,0.8181818127632141
val,0.22588177025318146,0.20036055147647858
val,0.20364315807819366,0.19031676650047302
val,0.5318818092346191,0.5039917826652527
val,0.9208663702011108,0.9461756348609924
val,0.5899364948272705,0.5753283500671387
val,0.7310198545455933,0.7012619376182556
val,0.13852104544639587,0.14524851739406586
val,0.189779594540596,0.2001030147075653
val,0.545868456363678,0.5385011434555054
val,0.035386718809604645,0.08524336665868759
val,0.7855860590934753,0.8117434978485107
val,0.49004489183425903,0.44475921988487244
val,0.6846311688423157,0.6886427998542786
val,0.21160195767879486,0.21375225484371185
val,0.5528104901313782,0.5835694074630737
val,0.3815433382987976,0.42544424533843994
val,0.7018462419509888,0.6822044849395752
val,0.7846115231513977,0.7844449877738953
val,0.7042918801307678,0.6554210782051086
val,0.246003195643425,0.24826166033744812
val,0.575676679611206,0.5668297410011292
val,0.5086643099784851,0.5086273550987244
val,0.6989728808403015,0.6829770803451538
val,0.24025851488113403,0.24697399139404297
val,0.19323809444904327,0.1967550814151764
val,0.6886388063430786,0.684522271156311
val,0.7451797723770142,0.7280453443527222
val,0.7245399355888367,0.7190316915512085
val,0.11610283702611923,0.11279938369989395
val,0.6702848076820374,0.6600566506385803
val,0.6517984867095947,0.7283028364181519
val,0.7345269322395325,0.7275302410125732
val,0.7877067923545837,0.7630698084831238
val,0.653825581073761,0.6523306965827942
val,0.7088491916656494,0.7161988019943237
val,0.6335463523864746,0.6157609820365906
val,0.6296659111976624,0.6219418048858643
val,0.19491629302501678,0.2405356615781784
val,0.691564679145813,0.673448383808136
val,0.2253585010766983,0.2237960398197174
val,0.6099581718444824,0.5864022374153137
val,0.7260809540748596,0.612155556678772
val,0.5764781832695007,0.5395312905311584
val,0.5733533501625061,0.566314697265625
val,0.7167220115661621,0.7203193306922913
val,0.4636155962944031,0.3597733676433563
val,0.6136794686317444,0.5918104648590088
val,0.49800390005111694,0.5506051778793335
val,0.6018987894058228,0.5853721499443054
val,0.0831288993358612,0.09734740853309631
val,0.6751653552055359,0.6523306965827942
val,0.6991296410560608,0.6644347310066223
val,0.775686502456665,0.7556013464927673
val,0.7490603923797607,0.7241823077201843
val,0.8197197318077087,0.78727787733078
val,0.6659377813339233,0.642029345035553
val,0.9749484062194824,0.9284058809280396
val,0.2392328530550003,0.22250837087631226
val,0.649773359298706,0.5853721499443054
val,0.7588981986045837,0.774658739566803
val,0.4754520058631897,0.5215039849281311
val,0.723196268081665,0.6842647194862366
val,0.7254457473754883,0.7306206822395325
val,0.5878008604049683,0.5812516212463379
val,0.5878995060920715,0.5915529131889343
val,0.18854770064353943,0.21272212266921997
val,0.558943510055542,0.5212464332580566
val,0.729663610458374,0.7537986040115356
val,0.75192791223526,0.7131084203720093
val,0.1277034878730774,0.10867885500192642
val,0.5281903147697449,0.5027040839195251
val,0.5217752456665039,0.5189286470413208
val,0.13130024075508118,0.10558846592903137
val,0.38162732124328613,0.33221736550331116
val,0.20383834838867188,0.19417975842952728
val,0.5075808167457581,0.5163533091545105
val,0.5984395742416382,0.6147308945655823
val,0.6268986463546753,0.5876899361610413
val,0.6772809028625488,0.6659799218177795
val,0.6737603545188904,0.6476950645446777
val,0.5678778886795044,0.5773886442184448
val,0.6096497178077698,0.6095802187919617
val,0.6418560147285461,0.6263198852539062
val,0.1935833841562271,0.18465104699134827
val,0.6484560370445251,0.6314705014228821
val,0.6247545480728149,0.6196240186691284
val,0.24625329673290253,0.24105073511600494
val,0.8022103309631348,0.8194695115089417
val,0.7082628011703491,0.6899304389953613
val,0.651553750038147,0.6345608830451965
val,0.20378652215003967,0.1913468986749649
val,0.6630381345748901,0.6585114598274231
val,0.8863753080368042,0.970126211643219
val,0.7461636662483215,0.7720834612846375
val,0.12277993559837341,0.12876641750335693
val,0.665396511554718,0.642029345035553
val,0.1920262575149536,0.1913468986749649
val,0.5742878913879395,0.5549832582473755
val,0.6150330305099487,0.5874323844909668
val,0.5816958546638489,0.5039917826652527
val,0.596006453037262,0.5928406119346619
val,0.08718250691890717,0.08524336665868759
val,0.8000028729438782,0.7640998959541321
val,0.615027129650116,0.6167911291122437
val,0.17311318218708038,0.22662889957427979
val,0.8280932903289795,0.8158640265464783
val,0.706542432308197,0.6780839562416077
val,0.6142127513885498,0.6018542647361755
val,0.5182399749755859,0.5243368744850159
val,0.7229239344596863,0.6940509676933289
val,0.17849594354629517,0.1720319390296936
val,0.7075396776199341,0.7015194296836853
val,0.10927224159240723,0.13288694620132446
val,0.7365617752075195,0.7319083213806152
val,0.5018453598022461,0.48699459433555603
val,0.6360528469085693,0.6456348299980164
val,0.19520960748195648,0.2019057422876358
val,0.7305551171302795,0.7195467352867126
val,0.6665799021720886,0.6466649770736694
val,0.8157177567481995,0.8624774813652039
val,0.510523796081543,0.5168684124946594
val,0.5531737208366394,0.5400463342666626
val,0.6749913692474365,0.6610867977142334
val,0.6102511286735535,0.586144745349884
val,0.600266695022583,0.5668297410011292
val,0.6068226099014282,0.6018542647361755
val,0.5943658947944641,0.5915529131889343
val,0.74429851770401,0.7213494777679443
val,0.7263731956481934,0.7308781743049622
val,0.7878016233444214,0.8014422059059143
val,0.5962187647819519,0.573525607585907
val,0.22632580995559692,0.21091939508914948
val,0.6556310653686523,0.6021117568016052
val,0.6952616572380066,0.6948235630989075
val,0.5288726091384888,0.48081380128860474
val,0.6675633788108826,0.6381663680076599
val,0.6134018301963806,0.6075199842453003
val,0.5781602263450623,0.5902652740478516
val,0.6011704206466675,0.6015967130661011
val,0.13121992349624634,0.1115117147564888
val,0.724286675453186,0.7100180387496948
val,0.21081411838531494,0.20345093309879303
val,0.735925018787384,0.7028071284294128
val,0.21179333329200745,0.2088591307401657
val,0.6096093654632568,0.6178212761878967
val,0.8910735845565796,0.8825650215148926
val,0.2368374615907669,0.24002060294151306
val,0.7313928604125977,0.7040947675704956
val,0.7077631950378418,0.6731908321380615
val,0.21182659268379211,0.20705640316009521
val,0.8077878952026367,0.7821272015571594
val,0.0711592584848404,0.02317795529961586
val,0.1464090347290039,0.15554983913898468
val,0.5914866328239441,0.5300025939941406
