type,predict,label
val,0.5232324004173279,0.5324394106864929
val,0.48668891191482544,0.4788040220737457
val,0.7694318890571594,0.7762971520423889
val,0.8701879978179932,0.8789872527122498
val,0.49520057439804077,0.4952944219112396
val,0.9184302091598511,0.9269592761993408
val,0.7081562280654907,0.7025068998336792
val,0.9097896814346313,0.8659948110580444
val,0.46957969665527344,0.45390188694000244
val,0.8617397546768188,0.8654951453208923
val,0.916970431804657,0.9367035627365112
val,0.4478696584701538,0.44299158453941345
val,0.8363521695137024,0.8390938639640808
val,0.5177391767501831,0.5067044496536255
val,0.44461625814437866,0.4614807963371277
val,0.44381648302078247,0.4224202632904053
val,0.8760051131248474,0.8568335175514221
val,0.5009161233901978,0.48496711254119873
val,0.24001136422157288,0.22536852955818176
val,0.6259327530860901,0.6242191791534424
val,0.857139527797699,0.8491713404655457
val,0.48245400190353394,0.46198052167892456
val,0.9098856449127197,0.91213458776474
val,0.6039701104164124,0.6065628528594971
val,0.9153612852096558,0.9187141060829163
val,0.9093781113624573,0.9212958812713623
val,0.5329732298851013,0.5309402942657471
val,0.8388608694076538,0.8275172710418701
val,0.5581260323524475,0.5562588572502136
val,0.8679853677749634,0.8560006618499756
val,0.8959634900093079,0.8800699710845947
val,0.624704897403717,0.592654287815094
val,0.3016977310180664,0.2601815462112427
val,0.8394924998283386,0.8385941386222839
val,0.9017209410667419,0.9098026156425476
val,0.46770161390304565,0.46806028485298157
val,0.8037348389625549,0.7766302824020386
val,0.5280724763870239,0.5243607759475708
val,0.4488712549209595,0.45015406608581543
val,0.6307953596115112,0.625718355178833
val,0.49367648363113403,0.47039225697517395
val,0.5782105326652527,0.5939868688583374
val,0.46689140796661377,0.4542350172996521
val,0.903396725654602,0.9027234315872192
val,0.5111279487609863,0.49837595224380493
val,0.9549092054367065,0.9456150531768799
val,0.47853994369506836,0.47897058725357056
val,0.8095325827598572,0.7846256494522095
val,0.9150141477584839,0.925460159778595
val,0.49849289655685425,0.4943782687187195
val,0.40342503786087036,0.4044307470321655
val,0.4060264825820923,0.4011826515197754
val,0.8116133809089661,0.7995336055755615
val,0.47053372859954834,0.46972599625587463
val,0.5028198957443237,0.4957941174507141
val,0.8556202054023743,0.8566669225692749
val,0.8930678963661194,0.8971433043479919
val,0.6487723588943481,0.629382848739624
val,0.8491749167442322,0.8359290361404419
val,0.9053968787193298,0.9141334295272827
val,0.5799960494041443,0.583076536655426
val,0.8671393394470215,0.882901668548584
val,0.5183206796646118,0.5146997570991516
val,0.4921337366104126,0.4946281313896179
val,0.8017951250076294,0.8198550939559937
val,0.8530405759811401,0.8440909385681152
val,0.8526082634925842,0.8343466520309448
val,0.4662361741065979,0.46314650774002075
val,0.533337414264679,0.5458482503890991
val,0.4278438091278076,0.41858914494514465
val,0.8537424206733704,0.8448405265808105
val,0.27777692675590515,0.2705921530723572
val,0.8054884672164917,0.8070292472839355
val,0.9209192991256714,0.9108020067214966
val,0.4672695994377136,0.46564504504203796
val,0.9146496653556824,0.9150495529174805
val,0.5697091817855835,0.5424335598945618
val,0.46238183975219727,0.4628966450691223
val,0.8496126532554626,0.8565003871917725
val,0.4616048336029053,0.4572332799434662
val,0.7697001695632935,0.7652202844619751
val,0.896037220954895,0.8995586037635803
val,0.4703865647315979,0.4725576639175415
val,0.4712969660758972,0.47047555446624756
val,0.43791061639785767,0.4200882911682129
val,0.8536585569381714,0.8433414101600647
val,0.5072602033615112,0.4912967383861542
val,0.9386462569236755,0.9363704323768616
val,0.8941712975502014,0.9023069739341736
val,0.8790320158004761,0.8887315988540649
val,0.41883498430252075,0.4140917658805847
val,0.5715140700340271,0.5577579736709595
val,0.3929474353790283,0.39410343766212463
val,0.8650770783424377,0.8606646060943604
val,0.32724595069885254,0.3117348253726959
val,0.48760372400283813,0.4702256917953491
val,0.8157270550727844,0.8226034641265869
val,0.604083776473999,0.6020654439926147
val,0.5288511514663696,0.5280253291130066
val,0.4424360394477844,0.4292496144771576
val,0.492184042930603,0.4833846986293793
val,0.34622707962989807,0.3189806044101715
val,0.5126996636390686,0.5062879920005798
val,0.8615650534629822,0.8581660985946655
val,0.5040119886398315,0.4949612617492676
val,0.4841841459274292,0.48813191056251526
val,0.5358762145042419,0.5354376435279846
val,0.8595563769340515,0.8568335175514221
val,0.5409031510353088,0.5434330105781555
val,0.6387449502944946,0.6248021721839905
val,0.838471531867981,0.845090389251709
val,0.5199516415596008,0.4949612617492676
val,0.3330911099910736,0.33080703020095825
val,0.5377370119094849,0.5304405689239502
val,0.9001032114028931,0.9030565619468689
val,0.8981785178184509,0.9268760085105896
val,0.8480936288833618,0.8318480849266052
val,0.3816613554954529,0.3781960606575012
val,0.5327894687652588,0.5353543758392334
val,0.8133927583694458,0.8140251636505127
val,0.5372909307479858,0.5370200872421265
val,0.8437111973762512,0.8550845384597778
val,0.9548929929733276,0.9597734808921814
val,0.5610147714614868,0.5737486481666565
val,0.9395949840545654,0.9385358691215515
val,0.8937442302703857,0.8925626873970032
val,0.8539082407951355,0.8655784130096436
val,0.35521411895751953,0.34654784202575684
val,0.8963693380355835,0.8908969759941101
val,0.4723348617553711,0.48071956634521484
val,0.5531305074691772,0.5390189290046692
val,0.5419609546661377,0.5311901569366455
val,0.8345736265182495,0.8385941386222839
val,0.46742671728134155,0.4713916778564453
val,0.4091891050338745,0.40709584951400757
val,0.5501878261566162,0.539851725101471
val,0.8769577145576477,0.8910635709762573
val,0.7766231298446655,0.7678021192550659
val,0.35670363903045654,0.361039400100708
val,0.5008757710456848,0.4943782687187195
val,0.5251922607421875,0.5197800993919373
val,0.5020025968551636,0.4878820776939392
val,0.5687923431396484,0.5825768113136292
val,0.8483758568763733,0.8436745405197144
val,0.6754685640335083,0.6732739210128784
val,0.9553881883621216,0.9501957297325134
val,0.3767167925834656,0.36428749561309814
val,0.5510764718055725,0.5358541011810303
val,0.45860517024993896,0.4433247148990631
val,0.5988602042198181,0.6063962578773499
val,0.9121375679969788,0.9097193479537964
val,0.5528764724731445,0.5492629408836365
val,0.6364320516586304,0.6369617581367493
val,0.42575764656066895,0.4181727468967438
val,0.9250465035438538,0.9157158136367798
val,0.7762359976768494,0.7797118425369263
val,0.46509993076324463,0.4574831426143646
val,0.4411584138870239,0.4334971308708191
val,0.7318003177642822,0.7266594767570496
val,0.8922263383865356,0.9370367527008057
val,0.8292026519775391,0.8228533267974854
val,0.4547199010848999,0.46014824509620667
val,0.9111881852149963,0.920629620552063
val,0.9345877766609192,0.9364537596702576
val,0.4717065691947937,0.4708086848258972
val,0.8269084095954895,0.8126925826072693
val,0.9228164553642273,0.9213792085647583
val,0.46057504415512085,0.463562935590744
val,0.41071128845214844,0.40201547741889954
val,0.372747540473938,0.3683684468269348
val,0.8876764178276062,0.89989173412323
val,0.2144910842180252,0.25768300890922546
val,0.43324196338653564,0.42275339365005493
val,0.4760604500770569,0.475472629070282
val,0.581294596195221,0.5741650462150574
val,0.8133265376091003,0.8223536014556885
val,0.41824448108673096,0.4116765260696411
val,0.47793495655059814,0.4727242588996887
val,0.40629810094833374,0.3963521420955658
val,0.6111472249031067,0.581410825252533
val,0.9383945465087891,0.9390355348587036
val,0.49337971210479736,0.4915466010570526
val,0.8846042156219482,0.8833180665969849
val,0.28468695282936096,0.25285249948501587
val,0.5348120331764221,0.5380194783210754
val,0.6374674439430237,0.6287998557090759
val,0.7786849141120911,0.7690513730049133
val,0.41559791564941406,0.41875573992729187
val,0.6094409823417664,0.5909885764122009
val,0.39085137844085693,0.39493629336357117
val,0.532315194606781,0.540518045425415
val,0.4068487882614136,0.40759557485580444
val,0.524114727973938,0.5279420614242554
val,0.4518699645996094,0.4390771985054016
val,0.8764198422431946,0.8778212666511536
val,0.9456734657287598,0.945198655128479
val,0.4848517179489136,0.48055300116539
val,0.6164407134056091,0.597484827041626
val,0.794797956943512,0.8004497289657593
val,0.31068381667137146,0.2934121787548065
val,0.8876871466636658,0.8809028267860413
val,0.3184644877910614,0.3183976113796234
val,0.7690229415893555,0.7645540237426758
val,0.9724152684211731,0.9769301414489746
val,0.9456791281700134,0.9370367527008057
val,0.5053679347038269,0.5093695521354675
val,0.5901160836219788,0.5863246321678162
val,0.9572585821151733,0.9470309019088745
val,0.2682912349700928,0.2590155601501465
val,0.5638996362686157,0.5599233508110046
val,0.33995094895362854,0.34163403511047363
val,0.7972694635391235,0.7780461311340332
val,0.7617869973182678,0.7654701471328735
val,0.6107970476150513,0.6051470041275024
val,0.9251532554626465,0.9157991409301758
val,0.4940831661224365,0.5017906427383423
val,0.5327840447425842,0.5323561429977417
val,0.9095393419265747,0.9067210555076599
val,0.8413040637969971,0.8383442759513855
val,0.5483815670013428,0.5208628177642822
val,0.4475671052932739,0.43158158659935
val,0.4376649260520935,0.436661958694458
val,0.7987596988677979,0.7287415862083435
val,0.8609151840209961,0.8688265085220337
val,0.8497534990310669,0.8645790219306946
val,0.5469430685043335,0.5550928711891174
val,0.6054816842079163,0.5813275575637817
val,0.7819865942001343,0.7832930684089661
val,0.9356715083122253,0.9601898789405823
val,0.45648473501205444,0.4555675983428955
val,0.793852686882019,0.7953693866729736
val,0.7368649840354919,0.7293245792388916
val,0.9524519443511963,0.9616889953613281
val,0.3716157078742981,0.36128926277160645
val,0.5020177364349365,0.5051220059394836
val,0.4955214858055115,0.4871325194835663
val,0.9161015748977661,0.919546902179718
val,0.44732630252838135,0.43999335169792175
val,0.4130682945251465,0.41375863552093506
val,0.6121385097503662,0.6121429204940796
val,0.8607649207115173,0.8540018200874329
val,0.5285958647727966,0.5254434943199158
val,0.6329740881919861,0.6351295113563538
val,0.40371668338775635,0.40334805846214294
val,0.8477610349655151,0.817356526851654
val,0.7994888424873352,0.8018655776977539
val,0.4611327052116394,0.4391604959964752
val,0.5293107032775879,0.525526762008667
val,0.8327289819717407,0.828016996383667
val,0.473599374294281,0.4529024660587311
val,0.5479579567909241,0.5509286522865295
val,0.9247214794158936,0.9238777160644531
val,0.7985720038414001,0.7830432057380676
val,0.5348013639450073,0.5432664155960083
val,0.4884418845176697,0.4921295940876007
val,0.4774242043495178,0.4677271544933319
val,0.534081220626831,0.5341883897781372
val,0.5472304224967957,0.5113683938980103
val,0.4155370593070984,0.3969351351261139
val,0.5026995539665222,0.5001249313354492
val,0.5243067741394043,0.5251936316490173
val,0.9633543491363525,0.9614391326904297
val,0.32464277744293213,0.3248938024044037
val,0.5384078621864319,0.5221120715141296
val,0.9032735824584961,0.9096360206604004
val,0.8743335604667664,0.874323308467865
val,0.8687438368797302,0.8685766458511353
val,0.47472214698791504,0.47522279620170593
val,0.8352028727531433,0.8336803317070007
val,0.8711937665939331,0.8664945363998413
val,0.467790424823761,0.47114184498786926
val,0.6711093187332153,0.6725243330001831
val,0.4295911192893982,0.4311651587486267
val,0.8821043372154236,0.8868160247802734
val,0.3093647062778473,0.2933288812637329
val,0.4318050742149353,0.4280003309249878
val,0.17264828085899353,0.19896726310253143
val,0.3298288583755493,0.3054051697254181
val,0.5881312489509583,0.5869908928871155
val,0.7915908098220825,0.7935370802879333
val,0.9507883787155151,0.9016407132148743
val,0.41653937101364136,0.4190055727958679
val,0.4344179630279541,0.4159240424633026
val,0.306535542011261,0.3238111138343811
val,0.8269582390785217,0.8183559775352478
val,0.8233264088630676,0.8118597269058228
val,0.6771083474159241,0.6452902555465698
val,0.8067045211791992,0.7798783779144287
val,0.6380205154418945,0.6210544109344482
val,0.6651681065559387,0.657616376876831
val,0.41609030961990356,0.40934455394744873
val,0.8601240515708923,0.8627467155456543
val,0.8974782228469849,0.8848171830177307
val,0.25597482919692993,0.2401932179927826
val,0.5051305294036865,0.4848005473613739
val,0.45834147930145264,0.4437411427497864
val,0.5070456266403198,0.49346214532852173
val,0.4498801827430725,0.40343132615089417
val,0.5171188712120056,0.5209460854530334
val,0.4821237325668335,0.4567335844039917
val,0.3184790015220642,0.281669020652771
val,0.9189569354057312,0.920629620552063
val,0.9348547458648682,0.9262096881866455
val,0.9063865542411804,0.9138002991676331
val,0.897055447101593,0.9127175807952881
val,0.4311866760253906,0.4348296821117401
val,0.8815293312072754,0.8776546716690063
val,0.8255274295806885,0.8224369287490845
val,0.4412309527397156,0.44382444024086
val,0.5647790431976318,0.5731656551361084
val,0.3960936665534973,0.3921878933906555
val,0.49971383810043335,0.49862581491470337
val,0.49757319688796997,0.4803864359855652
val,0.6451303362846375,0.6405430436134338
val,0.613116443157196,0.6032314300537109
val,0.5667186975479126,0.5591738224029541
val,0.7950543761253357,0.7677188515663147
val,0.5008804798126221,0.4963771104812622
val,0.424604594707489,0.41550761461257935
val,0.43245214223861694,0.4183393120765686
val,0.5123769640922546,0.503706157207489
val,0.5211435556411743,0.5154493451118469
val,0.44108885526657104,0.4360789656639099
val,0.3370519280433655,0.33921879529953003
val,0.7989749908447266,0.8001165986061096
val,0.7591317296028137,0.7357375025749207
val,0.4865441918373108,0.49371200799942017
val,0.6448166370391846,0.6470392346382141
val,0.8433977365493774,0.8814858198165894
val,0.6193337440490723,0.6053135395050049
val,0.7974264025688171,0.8151078820228577
val,0.4569026231765747,0.4409927427768707
val,0.6764320135116577,0.6689431071281433
val,0.8286820650100708,0.8204380869865417
val,0.4615267515182495,0.45456817746162415
val,0.9306097626686096,0.927125871181488
val,0.8232693076133728,0.8401765823364258
val,0.8851025104522705,0.8830682039260864
val,0.4130162000656128,0.40393105149269104
val,0.867770791053772,0.8676605224609375
val,0.6439433097839355,0.6410427093505859
val,0.8455588221549988,0.8503373265266418
val,0.8324483633041382,0.8300991058349609
val,0.40959471464157104,0.3993503749370575
val,0.4584413766860962,0.4658949077129364
val,0.8807629346847534,0.8507537245750427
val,0.5704563856124878,0.5746647715568542
val,0.5020068883895874,0.4969601035118103
val,0.6371555328369141,0.6386274695396423
val,0.40923595428466797,0.39843425154685974
val,0.5968597531318665,0.5965686440467834
val,0.4109504818916321,0.39127177000045776
val,0.4863719344139099,0.49063047766685486
val,0.7539475560188293,0.7457316517829895
val,0.5871201753616333,0.5944032669067383
val,0.5359195470809937,0.5396019220352173
val,0.8475818634033203,0.8434246778488159
val,0.36630964279174805,0.3617056608200073
val,0.8433741331100464,0.8608312010765076
val,0.9351299405097961,0.9289581179618835
val,0.6691063642501831,0.6343799233436584
val,0.5295151472091675,0.5322728157043457
val,0.48535382747650146,0.49362871050834656
val,0.8414257168769836,0.8348463177680969
val,0.8839766979217529,0.865828275680542
val,0.6713743805885315,0.6480386257171631
val,0.9282404184341431,0.9053885340690613
val,0.4097510576248169,0.38494211435317993
val,0.6271565556526184,0.6322145462036133
val,0.5034515857696533,0.4987090826034546
val,0.8438379764556885,0.8389272689819336
val,0.6146072745323181,0.5999000668525696
val,0.37699073553085327,0.36370450258255005
val,0.5264769196510315,0.529274582862854
val,0.42594653367996216,0.44490712881088257
val,0.37878042459487915,0.3776130676269531
val,0.3676565885543823,0.37286582589149475
val,0.9897872805595398,0.9893395304679871
val,0.48840659856796265,0.4803864359855652
val,0.49407297372817993,0.48996418714523315
val,0.4746140241622925,0.49229615926742554
val,0.8346573710441589,0.835512638092041
val,0.9536155462265015,0.9443657994270325
val,0.3785548210144043,0.3721162676811218
val,0.8784900307655334,0.875322699546814
val,0.7782613039016724,0.7698009610176086
val,0.8242207169532776,0.8323478102684021
val,0.4388086795806885,0.4263346493244171
val,0.4952104091644287,0.4926292896270752
val,0.415807843208313,0.40834513306617737
val,0.5527291297912598,0.5422670245170593
val,0.44250017404556274,0.4266677796840668
val,0.4672151207923889,0.45823270082473755
val,0.8271782994270325,0.8223536014556885
val,0.5040861964225769,0.5052886009216309
val,0.9474129676818848,0.961189329624176
val,0.832748532295227,0.8394269943237305
val,0.3382456302642822,0.3391354978084564
val,0.778374195098877,0.7740484476089478
val,0.46470820903778076,0.46681103110313416
val,0.3298949897289276,0.3153993487358093
val,0.5543928146362305,0.5480969548225403
val,0.8543077111244202,0.8533355593681335
